visit_id,customer_id,customer_name,age,phone,date,arrival_time,food_ordered,taste_rating,price_rating,avg_rating,how_many_with_him,Avg_Taste,Avg_Price,Cluster,Prev_Cluster,Cluster_Changed
V05445,C0001,Anu Singh,26,9456617154,2026-01-04,2026-01-04 17:46:00,Chicken Burger,4,2,3.0,1,4.5,1.5,3,3.0,False
V06277,C0001,Anu Singh,26,9456617154,2026-01-06,2026-01-06 21:49:00,Chicken Burger,1,2,1.5,1,2.75,2.0,1,3.0,True
V06304,C0001,Anu Singh,26,9456617154,2026-01-06,2026-01-06 19:04:00,Chicken Burger,1,2,1.5,3,2.75,2.0,1,1.0,False
V06426,C0001,Anu Singh,26,9456617154,2026-01-06,2026-01-06 20:47:00,Chicken Burger,5,3,4.0,2,2.75,2.0,1,1.0,False
V06427,C0001,Anu Singh,26,9456617154,2026-01-06,2026-01-06 14:13:00,Chicken Burger,4,1,2.5,4,2.75,2.0,1,1.0,False
V06613,C0001,Anu Singh,26,9456617154,2026-01-07,2026-01-07 17:42:00,Caesar Salad,3,3,3.0,2,1.6666666666666667,3.6666666666666665,6,1.0,True
V06903,C0001,Anu Singh,26,9456617154,2026-01-07,2026-01-07 18:40:00,Chicken Burger,1,4,2.5,1,1.6666666666666667,3.6666666666666665,6,6.0,False
V06995,C0001,Anu Singh,26,9456617154,2026-01-07,2026-01-07 12:43:00,Chicken Burger,1,4,2.5,1,1.6666666666666667,3.6666666666666665,6,6.0,False
V07327,C0001,Anu Singh,26,9456617154,2026-01-08,2026-01-08 20:36:00,Chicken Burger,1,1,1.0,1,1.5,1.0,1,6.0,True
V07332,C0001,Anu Singh,26,9456617154,2026-01-08,2026-01-08 11:07:00,Veg Kabab,2,1,1.5,1,1.5,1.0,1,1.0,False
V00097,C0002,Anu Saini,21,9034345546,2025-12-25,2025-12-25 19:16:00,Chicken Burger,3,2,2.5,2,3.0,2.0,1,,True
V01002,C0002,Anu Saini,21,9034345546,2025-12-27,2025-12-27 20:22:00,Chicken Burger,1,4,2.5,1,2.75,3.75,0,1.0,True
V01127,C0002,Anu Saini,21,9034345546,2025-12-27,2025-12-27 12:48:00,Veg Biryani,2,4,3.0,2,2.75,3.75,0,0.0,False
V01173,C0002,Anu Saini,21,9034345546,2025-12-27,2025-12-27 18:10:00,Chicken Burger,4,2,3.0,3,2.75,3.75,0,0.0,False
V01497,C0002,Anu Saini,21,9034345546,2025-12-27,2025-12-27 12:14:00,Chicken Burger,4,5,4.5,3,2.75,3.75,0,0.0,False
V01502,C0002,Anu Saini,21,9034345546,2025-12-28,2025-12-28 12:17:00,Chicken Burger,2,2,2.0,1,2.5,2.5,1,0.0,True
V01591,C0002,Anu Saini,21,9034345546,2025-12-28,2025-12-28 19:35:00,Chicken Burger,3,3,3.0,1,2.5,2.5,1,1.0,False
V02180,C0002,Anu Saini,21,9034345546,2025-12-29,2025-12-29 17:10:00,Chicken Burger,3,1,2.0,2,3.5,1.0,3,1.0,True
V02391,C0002,Anu Saini,21,9034345546,2025-12-29,2025-12-29 12:47:00,Chicken Burger,4,1,2.5,4,3.5,1.0,3,3.0,False
V02587,C0002,Anu Saini,21,9034345546,2025-12-30,2025-12-30 18:54:00,Chicken Burger,3,4,3.5,2,4.0,4.0,2,3.0,True
V02676,C0002,Anu Saini,21,9034345546,2025-12-30,2025-12-30 13:21:00,Chicken Burger,5,4,4.5,3,4.0,4.0,2,2.0,False
V03109,C0002,Anu Saini,21,9034345546,2025-12-31,2025-12-31 12:45:00,Chicken Burger,4,4,4.0,4,4.0,4.0,2,2.0,False
V03505,C0002,Anu Saini,21,9034345546,2026-01-01,2026-01-01 21:29:00,Chicken Burger,4,1,2.5,2,3.0,2.0,1,2.0,True
V03526,C0002,Anu Saini,21,9034345546,2026-01-01,2026-01-01 12:46:00,Chocolate Shake,3,2,2.5,3,3.0,2.0,1,1.0,False
V03659,C0002,Anu Saini,21,9034345546,2026-01-01,2026-01-01 11:31:00,Chicken Burger,2,3,2.5,1,3.0,2.0,1,1.0,False
V04118,C0002,Anu Saini,21,9034345546,2026-01-02,2026-01-02 21:38:00,Chicken Burger,1,5,3.0,2,1.0,5.0,5,1.0,True
V05031,C0002,Anu Saini,21,9034345546,2026-01-04,2026-01-04 19:16:00,Chicken Burger,4,5,4.5,2,3.0,4.333333333333333,5,5.0,False
V05044,C0002,Anu Saini,21,9034345546,2026-01-04,2026-01-04 19:32:00,Veg Burger,3,3,3.0,1,3.0,4.333333333333333,5,5.0,False
V05463,C0002,Anu Saini,21,9034345546,2026-01-04,2026-01-04 11:03:00,Chicken Burger,2,5,3.5,1,3.0,4.333333333333333,5,5.0,False
V05688,C0002,Anu Saini,21,9034345546,2026-01-05,2026-01-05 19:57:00,Chicken Burger,1,3,2.0,1,1.0,3.0,6,5.0,True
V06323,C0002,Anu Saini,21,9034345546,2026-01-06,2026-01-06 18:54:00,Chicken Burger,2,1,1.5,1,2.0,1.0,1,6.0,True
V07110,C0002,Anu Saini,21,9034345546,2026-01-08,2026-01-08 13:04:00,Chicken Burger,1,5,3.0,1,2.75,4.0,5,1.0,True
V07196,C0002,Anu Saini,21,9034345546,2026-01-08,2026-01-08 19:02:00,Chicken Burger,2,2,2.0,2,2.75,4.0,5,5.0,False
V07207,C0002,Anu Saini,21,9034345546,2026-01-08,2026-01-08 19:09:00,Margherita Pizza,5,5,5.0,3,2.75,4.0,5,5.0,False
V07258,C0002,Anu Saini,21,9034345546,2026-01-08,2026-01-08 13:34:00,Margherita Pizza,3,4,3.5,1,2.75,4.0,5,5.0,False
V00083,C0003,Vikram Sharma,58,9065380511,2025-12-25,2025-12-25 21:09:00,Mocktails,1,5,3.0,5,1.8333333333333333,3.6666666666666665,6,,True
V00111,C0003,Vikram Sharma,58,9065380511,2025-12-25,2025-12-25 14:11:00,Mocktails,1,3,2.0,2,1.8333333333333333,3.6666666666666665,6,6.0,False
V00159,C0003,Vikram Sharma,58,9065380511,2025-12-25,2025-12-25 12:11:00,Mocktails,1,4,2.5,2,1.8333333333333333,3.6666666666666665,6,6.0,False
V00219,C0003,Vikram Sharma,58,9065380511,2025-12-25,2025-12-25 11:38:00,Mocktails,3,2,2.5,1,1.8333333333333333,3.6666666666666665,6,6.0,False
V00238,C0003,Vikram Sharma,58,9065380511,2025-12-25,2025-12-25 12:32:00,Mocktails,2,5,3.5,3,1.8333333333333333,3.6666666666666665,6,6.0,False
V00309,C0003,Vikram Sharma,58,9065380511,2025-12-25,2025-12-25 20:17:00,Mocktails,3,3,3.0,2,1.8333333333333333,3.6666666666666665,6,6.0,False
V00619,C0003,Vikram Sharma,58,9065380511,2025-12-26,2025-12-26 19:53:00,Mocktails,3,4,3.5,1,3.6666666666666665,2.0,3,6.0,True
V00793,C0003,Vikram Sharma,58,9065380511,2025-12-26,2025-12-26 20:25:00,Mocktails,4,1,2.5,1,3.6666666666666665,2.0,3,3.0,False
V00955,C0003,Vikram Sharma,58,9065380511,2025-12-26,2025-12-26 18:17:00,Chicken Roll,4,1,2.5,1,3.6666666666666665,2.0,3,3.0,False
V01272,C0003,Vikram Sharma,58,9065380511,2025-12-27,2025-12-27 13:23:00,Mocktails,5,1,3.0,1,5.0,1.0,3,3.0,False
V01643,C0003,Vikram Sharma,58,9065380511,2025-12-28,2025-12-28 17:54:00,Mocktails,4,5,4.5,2,4.0,5.0,2,3.0,True
V02096,C0003,Vikram Sharma,58,9065380511,2025-12-29,2025-12-29 11:44:00,Mocktails,2,1,1.5,3,2.5,2.5,1,2.0,True
V02423,C0003,Vikram Sharma,58,9065380511,2025-12-29,2025-12-29 12:00:00,Mocktails,3,4,3.5,4,2.5,2.5,1,1.0,False
V02911,C0003,Vikram Sharma,58,9065380511,2025-12-30,2025-12-30 17:04:00,Mocktails,1,4,2.5,3,1.0,4.0,6,1.0,True
V03377,C0003,Vikram Sharma,58,9065380511,2025-12-31,2025-12-31 18:02:00,Mocktails,4,4,4.0,2,4.0,4.0,2,6.0,True
V03775,C0003,Vikram Sharma,58,9065380511,2026-01-01,2026-01-01 14:29:00,Mocktails,1,1,1.0,2,2.3333333333333335,1.3333333333333333,1,2.0,True
V03944,C0003,Vikram Sharma,58,9065380511,2026-01-01,2026-01-01 12:28:00,Mocktails,3,1,2.0,3,2.3333333333333335,1.3333333333333333,1,1.0,False
V03950,C0003,Vikram Sharma,58,9065380511,2026-01-01,2026-01-01 12:21:00,Mocktails,3,2,2.5,2,2.3333333333333335,1.3333333333333333,1,1.0,False
V04036,C0003,Vikram Sharma,58,9065380511,2026-01-02,2026-01-02 13:32:00,Mocktails,2,4,3.0,3,2.0,4.0,6,1.0,True
V04430,C0003,Vikram Sharma,58,9065380511,2026-01-02,2026-01-02 11:43:00,Mixed Fruit Juice,2,4,3.0,1,2.0,4.0,6,6.0,False
V04450,C0003,Vikram Sharma,58,9065380511,2026-01-02,2026-01-02 12:16:00,Mocktails,2,4,3.0,1,2.0,4.0,6,6.0,False
V04512,C0003,Vikram Sharma,58,9065380511,2026-01-03,2026-01-03 13:42:00,Mocktails,2,5,3.5,2,3.0,4.5,5,6.0,True
V04629,C0003,Vikram Sharma,58,9065380511,2026-01-03,2026-01-03 14:34:00,Mocktails,4,4,4.0,1,3.0,4.5,5,5.0,False
V05331,C0003,Vikram Sharma,58,9065380511,2026-01-04,2026-01-04 11:43:00,Mocktails,5,2,3.5,3,3.0,2.5,0,5.0,True
V05479,C0003,Vikram Sharma,58,9065380511,2026-01-04,2026-01-04 12:38:00,Mocktails,1,3,2.0,4,3.0,2.5,0,0.0,False
V05519,C0003,Vikram Sharma,58,9065380511,2026-01-05,2026-01-05 18:36:00,Mocktails,3,3,3.0,2,3.0,3.0,0,0.0,False
V05549,C0003,Vikram Sharma,58,9065380511,2026-01-05,2026-01-05 21:56:00,Mocktails,3,3,3.0,1,3.0,3.0,0,0.0,False
V06088,C0003,Vikram Sharma,58,9065380511,2026-01-06,2026-01-06 20:52:00,Mocktails,2,3,2.5,2,3.6666666666666665,3.6666666666666665,0,0.0,False
V06285,C0003,Vikram Sharma,58,9065380511,2026-01-06,2026-01-06 19:55:00,Mocktails,4,5,4.5,1,3.6666666666666665,3.6666666666666665,0,0.0,False
V06292,C0003,Vikram Sharma,58,9065380511,2026-01-06,2026-01-06 20:43:00,Mocktails,5,3,4.0,3,3.6666666666666665,3.6666666666666665,0,0.0,False
V06915,C0003,Vikram Sharma,58,9065380511,2026-01-07,2026-01-07 20:06:00,Mocktails,3,3,3.0,2,3.0,3.0,0,0.0,False
V07515,C0003,Vikram Sharma,58,9065380511,2026-01-09,2026-01-09 21:51:00,Mocktails,4,3,3.5,2,4.0,3.0,4,0.0,True
V00337,C0004,Jatin Patel,56,9750158611,2025-12-25,2025-12-25 21:16:00,Pepperoni Pizza,1,3,2.0,1,1.0,3.0,6,,True
V00814,C0004,Jatin Patel,56,9750158611,2025-12-26,2025-12-26 12:12:00,Pepperoni Pizza,4,1,2.5,2,4.5,1.5,3,6.0,True
V00976,C0004,Jatin Patel,56,9750158611,2025-12-26,2025-12-26 19:03:00,Pepperoni Pizza,5,2,3.5,2,4.5,1.5,3,3.0,False
V01374,C0004,Jatin Patel,56,9750158611,2025-12-27,2025-12-27 20:50:00,Pepperoni Pizza,4,3,3.5,1,3.6666666666666665,3.3333333333333335,4,3.0,True
V01420,C0004,Jatin Patel,56,9750158611,2025-12-27,2025-12-27 21:09:00,Pepperoni Pizza,3,2,2.5,1,3.6666666666666665,3.3333333333333335,4,4.0,False
V01466,C0004,Jatin Patel,56,9750158611,2025-12-27,2025-12-27 18:17:00,Pepperoni Pizza,4,5,4.5,1,3.6666666666666665,3.3333333333333335,4,4.0,False
V02081,C0004,Jatin Patel,56,9750158611,2025-12-29,2025-12-29 12:14:00,Pepperoni Pizza,5,4,4.5,5,5.0,4.0,2,4.0,True
V02716,C0004,Jatin Patel,56,9750158611,2025-12-30,2025-12-30 14:58:00,Pepperoni Pizza,2,3,2.5,2,2.3333333333333335,3.3333333333333335,6,2.0,True
V02807,C0004,Jatin Patel,56,9750158611,2025-12-30,2025-12-30 20:49:00,Pepperoni Pizza,2,5,3.5,2,2.3333333333333335,3.3333333333333335,6,6.0,False
V02969,C0004,Jatin Patel,56,9750158611,2025-12-30,2025-12-30 19:03:00,Pepperoni Pizza,3,2,2.5,2,2.3333333333333335,3.3333333333333335,6,6.0,False
V03059,C0004,Jatin Patel,56,9750158611,2025-12-31,2025-12-31 12:10:00,Pepperoni Pizza,5,3,4.0,3,3.5,3.0,0,6.0,True
V03312,C0004,Jatin Patel,56,9750158611,2025-12-31,2025-12-31 13:58:00,Pepperoni Pizza,2,3,2.5,4,3.5,3.0,0,0.0,False
V03594,C0004,Jatin Patel,56,9750158611,2026-01-01,2026-01-01 13:09:00,Pepperoni Pizza,3,4,3.5,5,3.0,4.0,0,0.0,False
V04362,C0004,Jatin Patel,56,9750158611,2026-01-02,2026-01-02 14:51:00,Pepperoni Pizza,4,2,3.0,1,4.0,2.0,3,0.0,True
V04895,C0004,Jatin Patel,56,9750158611,2026-01-03,2026-01-03 17:58:00,Pepperoni Pizza,3,2,2.5,2,3.5,1.5,3,3.0,False
V04941,C0004,Jatin Patel,56,9750158611,2026-01-03,2026-01-03 12:14:00,Pepperoni Pizza,4,1,2.5,1,3.5,1.5,3,3.0,False
V05120,C0004,Jatin Patel,56,9750158611,2026-01-04,2026-01-04 17:25:00,Pepperoni Pizza,3,2,2.5,2,3.0,3.5,0,3.0,True
V05344,C0004,Jatin Patel,56,9750158611,2026-01-04,2026-01-04 11:10:00,Pepperoni Pizza,3,5,4.0,2,3.0,3.5,0,0.0,False
V06516,C0004,Jatin Patel,56,9750158611,2026-01-07,2026-01-07 12:48:00,Pepperoni Pizza,1,3,2.0,2,2.0,3.75,6,0.0,True
V06562,C0004,Jatin Patel,56,9750158611,2026-01-07,2026-01-07 12:35:00,Pepperoni Pizza,1,5,3.0,1,2.0,3.75,6,6.0,False
V06702,C0004,Jatin Patel,56,9750158611,2026-01-07,2026-01-07 14:47:00,Pepperoni Pizza,4,3,3.5,1,2.0,3.75,6,6.0,False
V06719,C0004,Jatin Patel,56,9750158611,2026-01-07,2026-01-07 17:28:00,Pepperoni Pizza,2,4,3.0,1,2.0,3.75,6,6.0,False
V07070,C0004,Jatin Patel,56,9750158611,2026-01-08,2026-01-08 20:31:00,Pepperoni Pizza,3,2,2.5,1,3.3333333333333335,2.6666666666666665,0,6.0,True
V07186,C0004,Jatin Patel,56,9750158611,2026-01-08,2026-01-08 11:54:00,Pepperoni Pizza,3,4,3.5,1,3.3333333333333335,2.6666666666666665,0,0.0,False
V07328,C0004,Jatin Patel,56,9750158611,2026-01-08,2026-01-08 17:11:00,Pepperoni Pizza,4,2,3.0,1,3.3333333333333335,2.6666666666666665,0,0.0,False
V00404,C0005,Neha Singh,27,9211957817,2025-12-25,2025-12-25 21:43:00,Chicken Biryani,1,4,2.5,2,1.0,3.5,6,,True
V00446,C0005,Neha Singh,27,9211957817,2025-12-25,2025-12-25 18:15:00,Chicken Biryani,1,3,2.0,1,1.0,3.5,6,6.0,False
V00600,C0005,Neha Singh,27,9211957817,2025-12-26,2025-12-26 17:41:00,Chicken Biryani,5,4,4.5,3,3.0,3.5,0,6.0,True
V00710,C0005,Neha Singh,27,9211957817,2025-12-26,2025-12-26 11:57:00,Chicken Biryani,1,3,2.0,3,3.0,3.5,0,0.0,False
V01004,C0005,Neha Singh,27,9211957817,2025-12-27,2025-12-27 14:36:00,Chicken Biryani,4,4,4.0,3,2.75,2.75,0,0.0,False
V01078,C0005,Neha Singh,27,9211957817,2025-12-27,2025-12-27 11:44:00,Chicken Biryani,3,4,3.5,2,2.75,2.75,0,0.0,False
V01169,C0005,Neha Singh,27,9211957817,2025-12-27,2025-12-27 21:23:00,Veg Kabab,3,1,2.0,3,2.75,2.75,0,0.0,False
V01313,C0005,Neha Singh,27,9211957817,2025-12-27,2025-12-27 19:16:00,Veg Kabab,1,2,1.5,2,2.75,2.75,0,0.0,False
V01752,C0005,Neha Singh,27,9211957817,2025-12-28,2025-12-28 18:44:00,Veg Kabab,5,4,4.5,1,5.0,4.0,2,0.0,True
V02375,C0005,Neha Singh,27,9211957817,2025-12-29,2025-12-29 17:36:00,Veg Kabab,1,4,2.5,2,1.0,4.0,6,2.0,True
V02748,C0005,Neha Singh,27,9211957817,2025-12-30,2025-12-30 18:53:00,Veg Kabab,2,2,2.0,2,2.0,2.5,1,6.0,True
V02804,C0005,Neha Singh,27,9211957817,2025-12-30,2025-12-30 21:26:00,Caesar Salad,2,3,2.5,4,2.0,2.5,1,1.0,False
V04172,C0005,Neha Singh,27,9211957817,2026-01-02,2026-01-02 19:39:00,Veg Kabab,2,2,2.0,5,2.0,3.5,6,1.0,True
V04343,C0005,Neha Singh,27,9211957817,2026-01-02,2026-01-02 13:48:00,Veg Kabab,2,5,3.5,1,2.0,3.5,6,6.0,False
V04678,C0005,Neha Singh,27,9211957817,2026-01-03,2026-01-03 14:30:00,Veg Kabab,5,2,3.5,5,5.0,2.0,3,6.0,True
V06180,C0005,Neha Singh,27,9211957817,2026-01-06,2026-01-06 20:41:00,Veg Kabab,1,4,2.5,1,2.6666666666666665,4.666666666666667,5,3.0,True
V06200,C0005,Neha Singh,27,9211957817,2026-01-06,2026-01-06 11:05:00,Veg Kabab,4,5,4.5,2,2.6666666666666665,4.666666666666667,5,5.0,False
V06352,C0005,Neha Singh,27,9211957817,2026-01-06,2026-01-06 17:18:00,Veg Kabab,3,5,4.0,2,2.6666666666666665,4.666666666666667,5,5.0,False
V06823,C0005,Neha Singh,27,9211957817,2026-01-07,2026-01-07 21:29:00,Veg Kabab,4,3,3.5,2,2.5,2.5,1,5.0,True
V06997,C0005,Neha Singh,27,9211957817,2026-01-07,2026-01-07 19:36:00,Veg Kabab,1,2,1.5,2,2.5,2.5,1,1.0,False
V07137,C0005,Neha Singh,27,9211957817,2026-01-08,2026-01-08 17:52:00,Veg Kabab,3,2,2.5,1,2.0,2.75,6,1.0,True
V07171,C0005,Neha Singh,27,9211957817,2026-01-08,2026-01-08 17:10:00,Veg Kabab,1,3,2.0,1,2.0,2.75,6,6.0,False
V07260,C0005,Neha Singh,27,9211957817,2026-01-08,2026-01-08 18:26:00,Veg Kabab,2,5,3.5,3,2.0,2.75,6,6.0,False
V07285,C0005,Neha Singh,27,9211957817,2026-01-08,2026-01-08 11:39:00,Veg Kabab,2,1,1.5,2,2.0,2.75,6,6.0,False
V07527,C0005,Neha Singh,27,9211957817,2026-01-09,2026-01-09 14:59:00,Veg Kabab,3,5,4.0,2,2.6666666666666665,4.666666666666667,5,6.0,True
V07550,C0005,Neha Singh,27,9211957817,2026-01-09,2026-01-09 13:35:00,Veg Kabab,4,5,4.5,2,2.6666666666666665,4.666666666666667,5,5.0,False
V07967,C0005,Neha Singh,27,9211957817,2026-01-09,2026-01-09 11:32:00,Veg Kabab,1,4,2.5,1,2.6666666666666665,4.666666666666667,5,5.0,False
V01062,C0006,Jatin Singh,53,9822659936,2025-12-27,2025-12-27 14:03:00,Vegetable Chowmein,5,2,3.5,2,3.5,2.5,4,,True
V01333,C0006,Jatin Singh,53,9822659936,2025-12-27,2025-12-27 18:29:00,Vegetable Chowmein,2,3,2.5,2,3.5,2.5,4,4.0,False
V01821,C0006,Jatin Singh,53,9822659936,2025-12-28,2025-12-28 12:22:00,Vegetable Chowmein,2,2,2.0,1,2.0,2.0,1,4.0,True
V02210,C0006,Jatin Singh,53,9822659936,2025-12-29,2025-12-29 13:28:00,Vegetable Chowmein,3,3,3.0,3,4.0,2.5,4,1.0,True
V02404,C0006,Jatin Singh,53,9822659936,2025-12-29,2025-12-29 14:04:00,Vegetable Chowmein,5,2,3.5,4,4.0,2.5,4,4.0,False
V02736,C0006,Jatin Singh,53,9822659936,2025-12-30,2025-12-30 14:01:00,Vegetable Chowmein,4,2,3.0,2,4.5,3.5,4,4.0,False
V02966,C0006,Jatin Singh,53,9822659936,2025-12-30,2025-12-30 12:35:00,Vegetable Chowmein,5,5,5.0,2,4.5,3.5,4,4.0,False
V03093,C0006,Jatin Singh,53,9822659936,2025-12-31,2025-12-31 17:22:00,Vegetable Chowmein,4,1,2.5,2,3.0,2.3333333333333335,1,4.0,True
V03238,C0006,Jatin Singh,53,9822659936,2025-12-31,2025-12-31 13:57:00,Vegetable Chowmein,4,5,4.5,2,3.0,2.3333333333333335,1,1.0,False
V03243,C0006,Jatin Singh,53,9822659936,2025-12-31,2025-12-31 17:54:00,Vegetable Chowmein,1,1,1.0,4,3.0,2.3333333333333335,1,1.0,False
V04262,C0006,Jatin Singh,53,9822659936,2026-01-02,2026-01-02 13:53:00,Vegetable Chowmein,2,1,1.5,2,3.0,2.0,1,1.0,False
V04468,C0006,Jatin Singh,53,9822659936,2026-01-02,2026-01-02 13:24:00,Vegetable Chowmein,4,3,3.5,1,3.0,2.0,1,1.0,False
V04689,C0006,Jatin Singh,53,9822659936,2026-01-03,2026-01-03 19:36:00,Vegetable Chowmein,3,3,3.0,2,2.857142857142857,2.7142857142857144,0,1.0,True
V04735,C0006,Jatin Singh,53,9822659936,2026-01-03,2026-01-03 20:49:00,Vegetable Chowmein,4,1,2.5,1,2.857142857142857,2.7142857142857144,0,0.0,False
V04850,C0006,Jatin Singh,53,9822659936,2026-01-03,2026-01-03 17:46:00,Caesar Salad,1,3,2.0,2,2.857142857142857,2.7142857142857144,0,0.0,False
V04865,C0006,Jatin Singh,53,9822659936,2026-01-03,2026-01-03 12:32:00,Vegetable Chowmein,1,1,1.0,1,2.857142857142857,2.7142857142857144,0,0.0,False
V04873,C0006,Jatin Singh,53,9822659936,2026-01-03,2026-01-03 20:13:00,Vegetable Chowmein,5,5,5.0,1,2.857142857142857,2.7142857142857144,0,0.0,False
V04920,C0006,Jatin Singh,53,9822659936,2026-01-03,2026-01-03 18:12:00,Vegetable Chowmein,5,2,3.5,4,2.857142857142857,2.7142857142857144,0,0.0,False
V04995,C0006,Jatin Singh,53,9822659936,2026-01-03,2026-01-03 12:38:00,Vegetable Chowmein,1,4,2.5,1,2.857142857142857,2.7142857142857144,0,0.0,False
V05024,C0006,Jatin Singh,53,9822659936,2026-01-04,2026-01-04 14:00:00,Vegetable Chowmein,3,1,2.0,1,3.0,2.5,0,0.0,False
V05298,C0006,Jatin Singh,53,9822659936,2026-01-04,2026-01-04 11:30:00,Vegetable Chowmein,3,4,3.5,2,3.0,2.5,0,0.0,False
V05593,C0006,Jatin Singh,53,9822659936,2026-01-05,2026-01-05 14:18:00,Vegetable Chowmein,2,3,2.5,3,3.0,2.75,0,0.0,False
V05697,C0006,Jatin Singh,53,9822659936,2026-01-05,2026-01-05 21:36:00,Vegetable Chowmein,3,2,2.5,1,3.0,2.75,0,0.0,False
V05709,C0006,Jatin Singh,53,9822659936,2026-01-05,2026-01-05 12:55:00,Vegetable Chowmein,4,1,2.5,3,3.0,2.75,0,0.0,False
V05971,C0006,Jatin Singh,53,9822659936,2026-01-05,2026-01-05 14:41:00,Vegetable Chowmein,3,5,4.0,1,3.0,2.75,0,0.0,False
V06112,C0006,Jatin Singh,53,9822659936,2026-01-06,2026-01-06 11:59:00,Vegetable Chowmein,2,2,2.0,1,2.3333333333333335,3.0,0,0.0,False
V06163,C0006,Jatin Singh,53,9822659936,2026-01-06,2026-01-06 17:16:00,Vegetable Chowmein,2,4,3.0,2,2.3333333333333335,3.0,0,0.0,False
V06386,C0006,Jatin Singh,53,9822659936,2026-01-06,2026-01-06 13:13:00,Vegetable Chowmein,3,3,3.0,4,2.3333333333333335,3.0,0,0.0,False
V07246,C0006,Jatin Singh,53,9822659936,2026-01-08,2026-01-08 11:10:00,Vegetable Chowmein,3,3,3.0,2,3.0,3.0,0,0.0,False
V07665,C0006,Jatin Singh,53,9822659936,2026-01-09,2026-01-09 20:15:00,Vegetable Chowmein,4,1,2.5,3,4.0,1.0,3,0.0,True
